ID;text
353;"
1. Nu er det længe siden, men end det gemmes i mit sind, hvordan i barndomstiden den kære rug kom ind, hvordan dens kernetunge top ved moders svage kræfter blev lagt i lugen op.
2. Først bredte mor et klæde så ømt som nogen højtidsdug; der måtte ingen træde med sko i høstens rug; så fejed hun med limens rest hvert snavset strå til side som for en hædersgæst.
3. Den kære rug var gæsten, som gjorde hvert et barn så spændt; se, far han lægger vesten og ser så indadvendt: En skælven i et ydmygt sind, en bøn til altets skaber, før avlen bringes ind.
4. Og neg for neg forsvinder og bliver under bjælken sat; og far får røde kinder og spindelvæv om hat. Men mor er lige hvid og bleg, hvor meget hun end stræber med rugens tunge neg.
5. Det går mod aftentide; snart skinner månen fuld og rund på gavl og vægge hvide og ned i vognens bund. Mor standser træt og titter ind; far kommer hen til lugen og klapper hendes kind.
6. Og barnet, som har løbet sig træt i dagens muntre leg, det er nu stille krøbet ind under hjulets eg; dér høres dette skarpe knald fra vognens fjæl mod sandet af ørentvistens fald.
7. Og mellem hjulets eger går stjerneblink og måneskin, og milde vinde hveger, mens barnet slumrer ind. Så slutter far i Jesu navn, og hjemmet går til hvile med høsten i sin favn.
"
354;"
1. Det lysner over agres felt,hvor sløve plovspand kravle,det sortner over Store Bæltmed sol på kirkegavle.
2. Velkommen i vor grønsværsstolblandt grøftens brombærranker!O, det gør godt at slikke soligen på disse banker!
3. Vel rækker høstens solskin kort,men rønnens bær står røde.Alleens linde blegner bort,men vildvinsranker gløde.
4. Vel! Ræk mig da, o efterår,en gravensten som smageraf bækken ved min faders gårdog mulden i hans ager.
5. Og bag mig, sol, og blød mig, regn!Jeg plukker mine nødderog trasker langs et brombærhegnmed plovmuld under fødder.
6. Og det er al den jord jeg har,og alt, hvad jeg begærer.Jeg håber, det går an, jeg ta'r,hvad mine såler bærer.
"
357;"
1. Septembers himmel er så blå, dens skyer lyser hvide, og lydt vi hører lærken slå som før ved forårstide.Den unge rug af mulden gror med grønne lyse klinger, men storken længst af lande fór med sol på sine vinger.
2. Der er en søndagsstille ro imellem træ'r og tage, en munter glæde ved at gro, som var det sommerdage.Og koen rusker i sit græs med saften om sin mule, mens bonden kører hjem med læs, der lyser solskinsgule.
3. Hver stubbet mark, vi stirrer på, står brun og gul og gylden, og røn står rød og slåen blå, og purpursort står hylden.Og georginer spraglet gror blandt asters i vor have, så rigt er årets sidste flor: oktobers offergave.
4. De røde æbler løsner let fra træets trætte kviste.Snart lysner kronens bladenet, og hvert et løv må briste. Når aftensolen på sin flugt bag sorte grene svinder, om årets sidste røde frugt den tungt og mildt os minder.
5. At flyve som et forårsfrø for sommerblomst at blive er kun at visne for at dø, kan ingen frugt du give.Hvis modenhedens milde magt af livet selv du lærte, da slår bag falmet rosendragt dit røde hybenhjerte.
"
358;"
1. Endnu et party endnu en festendnu et glas har du tømtendnu en sommer er gået & blev igen forsømtendnu et kærtegn endnu et kysendnu en dans er forbidu er stadig svimmel men uforløst indeni
Sommeren er forbi nu& den nærmest fløj afstedtomhændet står du tilbage & ka’ slet ikke følge meddet sortner for dine øjnemens du stirrende står her & serendnu et dødt løb bli’r kørt med dig som blind passagerendnu en gang til men så heller aldrig mer’
2. Endnu en nedtur endnu en jokeendnu en løgn bli’r fortalt& du har nået det stadie hvor du tror på altendnu en stjerne endnu en solendnu et lys fader udmen mørket føles som fløjl mod din silkehud
Sommeren er forbi nu ...
"
359;"
1. Vi pløjed og vi så'de vor sæd i sorten jord, så bad vi ham os hjælpe, som højt i Himlen bor, og han lod snefald hegne mod frosten barsk og hård, han lod det tø og regne og varme mildt i vår. Alle gode gaver de kommer ovenned, så tak da Gud, ja, pris dog Gud for al hans kærlighed!
2. Han er jo den, hvis vilje opholder alle ting, han klæder markens lilje og runder himlens ring, ham lyder vind og vove, ham rører ravnes nød, hvi skulle ej hans småbørn da og få dagligt brød? Alle gode...
3. Ja, tak, du kære Fader, så mild, så rig, så rund, for korn i hæs og lader, for godt i allen stund! Vi kan jo intet give, som nogen ting er værd, men tag vort stakkels hjerte, så ringe som det er! Alle gode...
"
360;"
1. Du gav mig, o Herre, en lod af din jord,som jeg nu min egen må kalde.Du gav mig et dagværk og brød til mit bord.Her lever jeg trygt på dit mægtige ord,der taler til mig som til alle.Her bygtes mit bo,her nyder jeg roog kan dig med glæde påkalde.
2. Af henfarne slægter jeg arved den vang,hvis muld jeg for udsæd nu pløjer.Her rydded de marken for stene engangog dyrked den siden med suk eller sang.Nu, Herre, for dig jeg mig bøjer:den mark, som blev min,var altid dog din.Min tanke til dig jeg ophøjer.
3. Så lær mig at leve, o Gud, som jeg kan,frimodigt som fuglen i skove,og takke for regnen, som vander mit land,for solskin og varme i sommerens brand,for avl i min lade dig love.Hvad magted jeg vel,om du ej gav held?Det vokser jo, medens vi sove.
4. Så lær mig da, Herre, at dig til behagjeg bruger det pund, mig blev givet,at fylde med hæderligt virke min dag,at hjælpe og værne om den, som er svag,at elske, thi deri er livet.Og giv mig til sidstet navn, Herre Krist,som er i din livsbog indskrevet!
"
361;"
1. Nu falmer skoven trindt om land,og fuglestemmen daler;alt flygted storken over strand,ham følger viltre svaler.
2. Hvor marken bølged nys som guldmed aks og vipper bolde,der ser man nu kun sorten muldog stubbene de golde.
3. Men i vor lade, på vor lo,der har vi nu Guds gaver,der virksomhed og velstand groi tøndemål af traver.
4. Og han, som vokse lod på jordde gyldne aks og vipper,han bliver hos os med sit ord,det ord, som aldrig glipper.
5. Ham takker alle vi med sangfor alt, hvad han har givet,for hvad han vokse lod i vang,for ordet og for livet.
6. Da over os det hele årsin fred han lyser gerne,og efter vinter kommer vårmed sommer, korn og kerne.
7. Og når engang på Herrens budvort timeglas udrinder,en evig sommer hos vor Gudi Paradis vi finder.
8. Da høste vi, som fugle nu,der ikke så og pløje;da komme aldrig mer i huvi jordens strid og møje.
9. For høsten her og høsten histvor Gud ske lov og ære,som ved vor Herre Jesus Kristvor Fader ville være!
10. Hans Ånd, som alting kan og ved,i disse korte dagemed tro og håb og kærlighedtil Himlen os ledsage!
"
365;"
1. Oktoberdagens skiftenaf skyer, sol og regnslår som en blæstens rytme hårdti hjertets egn.2. Oktoberdagens farverog bronzeblomsters glødhar samme stærke strøg som dybti sindet lød.3. Oktobers æblegreneder steg som blomsterflorskal tynges helt med livet nedfuldbragt til jord.4. Oktoberdagens sidsteukuelige håbskal kaste sommerglødermidt i angstens råb.5. Oktobernattens mørkevil nådig dække alt.I morgenlyset skal vi sehvor frøet faldt.
"
366;"
1. Oktoberdag i flammerså langt dit øje når.En mættet høsttung stemningi markers korte skår.
2. Oktoberdag i regneni tæt skraveret fugt.Et mættet køligt kærtegnog året – næsten brugt.
3. Oktoberdag i løfterog skumrings kerteskær.En mættet dagværkshilsen.Et gry er atter nær.
"
367;"
1. Den store hvide flok vi sesom tusind bjerge fuld af sne,med skov omkringaf palmesving,for tronen, hvo er de?Det er den helteskare, somaf hin den store trængsel komog har sig to'ti Lammets blodtil Himlens helligdom!Dér holder de nu kirkegangmed uophørlig jubelklangi høje kor,hvor Gud han borblandt alle engles sang.
2. Her gik de under stor foragt,men se dem nu i deres pragtfor tronen ståmed kroner påi Himlens præstedragt!Sandt er det, i så mangen nødtit tårestrøm på kinder flød,men Gud har dem,straks de kom hjem,aftørret på sit skød;nu holder de, hvor liv er bedst,hos ham en evig løvsals-fest,og Lammet selvved livets elver både vært og gæst.
3. Til lykke, kæmpesamling, ja,o, tusindfold til lykke da,at du var herså tro isærog slap så vel herfra!Du har foragtet verdens trøst,så lev nu evig vel, og høst,hvad du har så'tmed suk og gråd,i tusind engles lyst!Opløft din røst, slå palme-takt,og syng af Himmel-kraft og magt:Pris være digevindelig,vor Gud og Lammet sagt!
"
368;"
1. De sniger sig så hemmeligt afsted.Nu er dén borte, og dén, dén med.De var så nær, i deres lyse skæraf nøgen hud bag tidens mørke klæ’r.
2. De boede i de gader, hvor vi bor,de sad og spiste med ved dette bord.Hvor er de henne nu med deres blik,der spejlede de dage, som de ñk.
3. Hvad skulle de mon her i denne egn,hvor tidens skrifter fuld af sære tegn?De var så nær, og sad dér, kød ved kød,hver én brudt ud af deres moders skød.
4. I tidens gader snakked de så lydtom dén og dén, og hvad de havde nydt,med sansers silke mellem nat og dag,og tav så skræmt om det, som ligger bag.
5. Min elskede! Der høres stemmer, skrig,en torden som af mennesker i krig,men dybt bag denne: vores dobbelthedforenet i en anden verdens fred.
"
369;"
1. Dagen blir så kort ved Allehelgen,træet mister snart sit sidste løv,kulden kommer, også vi må fryse,når vort liv blir aske, tab og støv.2. Natten er så lang ved Allehelgen,uret går, men tiden går i stå,fanget af en skyggedans af minder,den, vi elsker, kan vi ikke nå.3. Døden kommer nær ved Allehelgen,river alle blomsterne itu,og vi mærker den i vore lemmer.Men hvor er du, Jesus, hvor er du?4. Lad os se dig komme gennem natten!Over dybe vande går din vej.Du må trøste alle os, der savner,kalde alle sørgende til dig.5. Du har prøvet vejen gennem mørket,udholdt kærlighedens strenge bud,du har vist, at vi, der mister livet,kan i tro få det igen af Gud.6. Du kan ikke tage savnet fra os,men lad vores smerte brænde ud,så at glæden lyser gennem sorgen,så at sangen løft er sig til Gud.7. Da er vi i kærlighed forenet,vi er bænket ved det samme bord,og i Ånden kan vi synge sammeni din kirkes Allehelgenskor. –
8. Håbet liver op ved Allehelgen,asketræets grene sætter knop,evighedens morgensange klinger.Kristus lever, mørket lyser op.
"
370;"
1. Jeg vil male dagen blåmed en solskinsstribe påvælge lyset frem for skyggengi’ mig selv et puf i ryggentro på alting, selv på lykkenjeg vil male dagen blå.
2. Jeg vil male dagen gulsolen som en sommerfuglsætter sig på mine hænderalle regnvejrsdage enderder står “maj” på min kalenderjeg vil male dagen gul.3. Jeg vil male dagen rødmed den sidste roses glødjeg vil plukke kantarellerløvetand og brændenælderleve i det nu, der gælderjeg vil male dagen rød.4. Jeg vil male dagen grøndyb og kølig – fl askegrønsætte tændte lys i stagerglemme rynker, dobbelthagerhåbe på mit spejl bedragerjeg vil male dagen grøn.5. Jeg vil male dagen hvidnu hvor det er ulvetidkøbe franske anemonerfor de sidste tyve kronerlytte til Vivaldis tonerjeg vil male dagen hvid.6. Jeg vil male dagen lysstrege ud og sætte krydsjeg har tusind ting at gøreklokken elleve-femogfyrreblev november hængt til tørrejeg vil male dagen lys.
"
371;"
1. Stille, se på himlen, skyer varsler regn.Disen over mosen er et sikkert tegn.Dyr på engen leder stille efter vinterhi.Virkelyst og grokraft er forbi, forbi.2. Stille, se på lyset som det toner ned.Dagen går mod aft en, mørket holder ved,til de svage solstrejf melder blegt om morgenstundbygevejr i luft en over bælt og sund.3. Stille, på en skovsti, himlen tegner sort.Løvfald bag ved løvfald fugle flyver bort.Løvfald er som afsked, blade daler sagte ned
alle skovens væsner søger aftenfred.
"
373;"
1. Langt højere bjerge så vide på jord man har, end hvor bjerg kun er bakke; men gerne med slette og grønhøj i nord vi dannemænd tage til takke; vi er ikke skabte til højhed og blæst, ved jorden at blive, det tjener os bedst.
2. Langt kønnere egne, vil gerne vi tro, kan fremmede udenlands finde; men dansken har hjemme, hvor bøgene gro ved strand med den fagre kærminde, og dejligst vi finde, ved vugge og grav, den blomstrende mark i det bølgende hav.
3. Langt større bedrifter for ære og sold måske så man udlænding øve; omsonst dog ej dannemænd førte i skjold med hjerterne løve ved løve; lad ørne kun rives om jorderigs bold! vi bytte ej banner, vi skifte ej skjold.
4. Langt klogere folk er der sagtens om land end her mellem bælte og sunde; til husbehov vi dog har vid og forstand, vi vil os til guder ej grunde; og brænder kun hjertet for sandhed og ret, skal tiden nok vise: vi tænkte ej slet.
5. Langt højere, ædlere, finere sprog skal findes på fremmedes tunge; om højhed og dejlighed dannemænd dog med sandhed kan tale og sjunge, og træffer vort modersmål ej på et hår, det smelter dog mere, end fremmedes slår.
6. Langt mere af malmen så hvid og så rød fik andre i bjerg og i bytte; hos dansken dog findes det daglige brød ej mindre i fattigmands hytte; og da har i rigdom vi drevet det vidt, når få har for meget og færre for lidt.
"
375;"
1. Fra vest står blæsten ind modde lave fyrrehegnder danser skyggedans med mørkets magtermens skyer går og kommermed tågedis og regnog vådt og vissent løv i kælderskakter2. når somren er til endeog feriedage brugtog vibeskrig og lærkesang forstummetnår markerne er høstet
og træet bærer frugtskal vores lovsang fylde himmelrummet3. til Gud der i sin godhedlod alting spire fremog sendte sol og regn til byg og hvedehan glemmer ingen skabningog husker også demsom året bragte mere gråd end glæde.4. Frygt ikke! det er ordetnår havtorn står med bærog hede sommerdrømme er forbrændteGud er hos den der ængstesog den hvis fremtid eren ligning med en hel del ubekendte.5. Hør! fugletrækket nordfraen sommer brænder nedog græsset visner væk og solen vender.Når Gud vil lyse om osvelsignelse og fredskal vinterhjerter leve i hans hænder.
"
376;"
1. November går tungt gennem byen,går ind i hvert eneste husog lægger i porte og skaktersin stenlugt af vinter og gus,2. mens sommerens udbrændte drømmeforkuller med ahornens løv,blæst sammen i torvenes hjørneri dynger med affald og støv,3. og tæt om de tusmørke dagestår lygternes rovfugleblikog ætser min skygge på mureni nådesløs sort-hvid grafik.4. Så hudløs man er i november!med skrammer der aldrig blev lægtmens misbrugte døgn tælles sammenog vejes på vinterens vægt.5. Vil du Herre også forkastemig strengt med dit dømmende blikfra tronen bag blå arabeskertil toner af orgelmusik?6. Jeg tror du igen vil forladedin himmel før alt brænder nedog tilgi’ og bære min smerteog bytte den ud for din fred.7. Jeg tror at der bag ved novemberskal rejse sig dage med sang,befriet som glæden der griberdit nådeår – endnu en gang.
"
377;"
1. November igen og vinter på vejmørket stjæler af dagens minutterog skyggerneskyggerne rækker hænderne udsætter høstens stjerneklare himlepå stand-by.2. Et kirkeår gik og hvem holder trit?påske, pinse, snart flygtende svalerog rosernevisned’ og børn der fløj hjemmefrasnart, ja, snart står vi og hele verdenklædt i hvidt3. nu hviler naturen dyr går i hifingre griber i vindharpens strenge
og tonernedanner en egen vild melodistille! Tidens mørke engel går dindør forbi4. og Gud rækker gavmildt hænderne udmed et liv fuldt af kærtegn og tårerforventning ogbyrder som Kristus bærer med osse! Dit år der kommer til dig klædt ilys fra Gud.
"
378;"
1. Dybt hælder året i sin gang,snart ødes eng og lund,farvel med al din lyst og sang,du korte sommerstund!
2. Snart sukker vinterstormens røst:Alt visner og forgår!Lad visne kun, jeg véd den trøst,som lige fuldt består.
3. Lad solen korte af sin vejog natten vokse til,Guds vældes arm forkortes ej,hans visdom fór ej vild.
4. Lad gulne hvert et blad på kvist,lad falme alle strå,Guds kærlighed, jeg véd for vist,omskiftes ikke så.
5. Jeg véd, hvor glæden har sit hjem,når øde mark står hvid;hint frydekor fra Betlehemforstummer ingen tid.
6. Jeg véd, hvor håbet grønnes da,når alting falmer her,min frelsers træ på Golgataen evig krone bær'.
7. Lad synke kun med løvets faldhver markens blomst i rad,min tro på ham bevare skalsit friske hjerteblad.
8. Han lover mig en evig vår,trods vinterstorm og død;thi livet frem af graven går,som Kristus gennembrød.
"
380;"
1. Underlige aftenlufte!hvorhen vinker I min hu?Milde, lune blomsterdufte!sig, hvorhen I bølger nu.Går I over hviden strandtil mit elskte fødeland?Vil I dér med eders bølgertolke, hvad mit hjerte dølger?
2. Matte sol! Bag bjergets steneluerød du daler ned,og nu sidder jeg alenei min dunkle ensomhed.Hjemme var der intet fjeld,ak! så er jeg ude vel,skal i nat ej barnligt blundei min Herthas grønne lunde.
3. Stille! stille! hisset gyngerbåden mellem siv og krat,sødt en mø ved cithren syngeri den tavse, lune nat.Hvilke toner! Milde lyst,hvor du strømmer i mit bryst!Men hvad savner jeg, og græder,mens hun dog så venligt kvæder?
4. Det er ej den danske tunge,det er ej de vante ord,ikke dem, jeg hørte sjunge,hvor ved hytten træet gror.Bedre er de vel måske,ak, men det er ikke de!bedre, tror jeg vist, hun kvæder;men - tilgiver, at jeg græder!
5. Tager ej min sang for andetend et ufrivilligt suk!Længselsfuldt heniler vandet,aft'nen er så blid og smuk.Mangen sådan aftenstundsad jeg i min kære lund,mindet vender nu tilbage,det var årsag i min klage.
"
381;"
1. Kær est du, fødeland, sødt er dit navn,til dig står dine sønners stærke længsel,med lønlig magt vi drages til din favn,hvert andet land mod dig er kun et fængsel.2. Kun dér er våren i sin fulde pragt,kun dér i al sin ynde som'ren smiler,og skøn er selve vintrens hvide dragt,når den på vore barndomsegne hviler.3. Ja, skøn er fjeldet med sin top af is,skøn er den dal, som fossens bølge væder,den gule ørken er et paradis,når den har skuet barnets første glæder.4. Min fødestavn er lyngens brune land,min barndoms sol har smilt på mørken hede,min spæde fod har trådt den gule sand,blandt sorte høje bor min ungdoms glæde.5. Skøn er for mig den blomsterløse vang,min brune hede er en Edens have:Dér hvile også mine ben engangblandt mine fædres lyngbegro'de grave.
"
382;"
1. Rosen blusser alt i Danas have,lifligt fløjter vist den sorte stær,bier deres brune nektar lave,hingsten græsser stolt på fædres grave,drengen plukker af de røde bær.
2. Her imellem havets dybe kløftergives aldrig vår og sommerpragt;hvalen, kold og dum, ved skibet snøfter,tavse fugl de brede vinger løftermed sit bytte fra den våde jagt.
3. Mine venner i den danske sommer!mindes I den vidtforrejste mand,som så langt fra Danas fagre blommer,her, hvor sydens blæst på sejlet trommer,flakker fra sit elskte fødeland?
4. Udi øst og vest, og hvor jeg vanker,drømmer jeg om jer ved Danmarks sund;selv iblandt Constantias fulde rankermindes jeg med længselsfulde tankerløvet i Charlottes bøgelund.
5. Klerken råber i Manillas rønner:""Danmark er et lidet, fattigt land!""Det forsikre Javas rige sønner,selv Batavias skrantne kræmmer stønner:""Danmark er et lidet, fattigt land!""
6. Kunne du, ved guld og sølv at love,købe dig en nordisk kvindes tro,købe dig et pust fra søens vove,købe dig et ly af Tules skoveog en kløvermark til middagsro.
7. Fattig mand, som pløjer danske lande,ryster æbler af sit eget træ,har en kraftig arm, en kløgtig pande,korn på marken, mælk i sin spande,kvien står i græsset over knæ.
8. Ja, vor danske jord er sommerfrodig;der er kræfter ved det danske brød:Derfor er den danske mand så modig,derfor var normannens kniv så blodig,derfor er den danske kind så rød.
9. Under lyse bøg den danske bejlermed sin herligt - voksne pige går,over deres hoved månen sejler,svanen i det klare vand sig spejler,nattergalen højt i busken slår.
10. Dersom sligt for fattigdom du tyder,østens atlaskklædte, rige mand!glad min sorte, danske brød jeg bryder,takker Gud, mens fra min læbe lyder:""Danmark er et lidet fattigt land!""
"
383;"
1. Langt højere bjerge så vide på jord man har, end hvor bjerg kun er bakke; men gerne med slette og grønhøj i nord vi dannemænd tage til takke; vi er ikke skabte til højhed og blæst, ved jorden at blive, det tjener os bedst.
2. Langt kønnere egne, vil gerne vi tro, kan fremmede udenlands finde; men dansken har hjemme, hvor bøgene gro ved strand med den fagre kærminde, og dejligst vi finde, ved vugge og grav, den blomstrende mark i det bølgende hav.
3. Langt større bedrifter for ære og sold måske så man udlænding øve; omsonst dog ej dannemænd førte i skjold med hjerterne løve ved løve; lad ørne kun rives om jorderigs bold! vi bytte ej banner, vi skifte ej skjold.
4. Langt klogere folk er der sagtens om land end her mellem bælte og sunde; til husbehov vi dog har vid og forstand, vi vil os til guder ej grunde; og brænder kun hjertet for sandhed og ret, skal tiden nok vise: vi tænkte ej slet.
5. Langt højere, ædlere, finere sprog skal findes på fremmedes tunge; om højhed og dejlighed dannemænd dog med sandhed kan tale og sjunge, og træffer vort modersmål ej på et hår, det smelter dog mere, end fremmedes slår.
6. Langt mere af malmen så hvid og så rød fik andre i bjerg og i bytte; hos dansken dog findes det daglige brød ej mindre i fattigmands hytte; og da har i rigdom vi drevet det vidt, når få har for meget og færre for lidt.
"
384;"
1. Kærlighed til fædrelandeter den sande odelsret,kærlighed og intet andetelsker op en helteæt,kærlighed i pagt med åndenden får altid overhånden.
2. Ja, i kærlighedens rigeret og magt går hånd i hånd,knytter, som hinandens lige,frit fuldkommenhedens bånd,løser på en yndig mådeså nødvendighedens gåde!
3. Kærlighed alt sit udrettersom nødvendigt, men dog frit,flytter frit, hvad loven sætter:skellet mellem mit og dit,er ej blot dog at undskylde,men er hele lovens fylde.
4. Kærlighedens Himmerigeer endnu at vente på,kærlighedens jorderigelukkes dog med bølgen blå,er endnu og var alt længe""Danmark, dejligst vang og vænge""!
5. Derfor, Danmark! Frygt kun ikke!Frygt er ej af kærlighed.Morgendug, som mjød at drikke,faldt til dig fra Himlen ned,den dig midt i ragnamørkeskænker lys og liv og styrke!
6. Frygt ej for, hvad verden kaldersin nødvendighed af stål!Anderledes dejlig falderord på Himlens tungemål,dens nødvendighed hernedendet er netop kærligheden.
7. Derfor, hvad end verden siger,og hvad verdensmagten vil,står og falder jordens rigerdog med kærlighedens ild:hvor den blusser, bor livsgrøden,hvor den slukkes, hersker døden.
8. Blus da op i lys og lue,Danmarks gamle kærlighed!Atter til din blomstertueda lysalfer svæver ned,bringer med fra høje sædeDanmarks livslys! Hjertensglæde!
"
385;"
1. Fædreneland!ved den bølgede strand,i den majgrønne lund,ved det dejlige sund,af de syngende vover omskyllet,sidder bleg du i sorgen indhyllet;dog for dig er det bedste tilbage,thi end lever den gamle af dage!
2. Sort ser det ud,men almægtig er Gud,dine fjender til landser og fjenderne hans,de er fjender ad sandhed og retten,de er fjender ad kærlighedsætten,de har alle det værste tilbage,thi end lever den gamle af dage!
3. Måne og solsidde løs på en stol,som et lagen det gårunder alt, hvad består,dog din ven sidder fast i det høje,over dig våger forsynets øje!lad kun lovsang afløse din klage!thi end lever den gamle af dage!
4. Højt over solpå sin konningestol,om end skyerne brast,sidder kærlig og fasthan, som vogtede Danmark så længe,end hans bue har klangfulde strenge,og hans bue slår aldrig tilbage,tro som guld er den gamle af dage!
5. Muldjord i brystser den høje med lyst:dér kan solstrålen bo,dér kan himmelbyg gro;han, som hører, når muldjorden sukker,den med perlende tårer bedugger,med den trøst kommer troen tilbage,at end lever den gamle af dage!
6. Fuglenes røstspår om dannemænds høst,under mundharpeklangog småpigernes sanglykken vendes som skibet på voven,lykken vendes som bladet i skoven,til den lykke man aldrig så mage,så end lever den gamle af dage!
7. Fædreneland!som på afgrundens rand,midt i bølgerne blåskal du blomstrende stå,med din maj og med dine kærminder,som en mø med letrødmende kinder;du endnu har det bedste tilbage,det lå gemt hos den gamle af dage!
"
386;"
1. Du, som våged over barneliveti den grønne lund fra hedenold!du, som svæved over lykkeskibet,da på bølgen blå det bar os Skjold!du, som daneskjaldene gør glade!dine vinger er af bøgeblade,vift med dem fra øjet hver en sky,så det lille folk dig ser på ny!
2. Da skal atter lykken Danmark føje,som sit skødebarn en moder mild,da skal livet for det danske øjeatter blomstre som et lykkespil,med guldæblet da i barnehåndentroner atter Skjold som folkeånden,for ham synger alle glutter små:Vær velkommen over bølgen blå!
"
387;"
1. I Danmark er jeg født, dér har jeg hjemme, dér har jeg rod, derfra min verden går; du danske sprog, du er min moders stemme, så sødt velsignet du mit hjerte når.Du danske, friske strand, hvor oldtids kæmpegrave står mellem æblegård og humlehave.Dig elsker jeg! - Danmark, mit fædreland!
2. Hvor reder sommeren vel blomstersengen mer rigt end her ned til den åbne strand?Hvor står fuldmånen over kløverengen så dejligt som i bøgens fædreland?Du danske, friske strand, hvor Dannebrogen vajer - Gud gav os den - Gud giv den bedste sejer! - Dig elsker jeg! - Danmark, mit fædreland!
3. Engang du herre var i hele Norden, bød over England - nu du kaldes svag; et lille land, og dog så vidt om jorden end høres danskens sang og mejselslag.Du danske, friske strand, plovjernet guldhorn finder - Gud giv dig fremtid, som han gav dig minder!Dig elsker jeg! - Danmark, mit fædreland!
4. Du land, hvor jeg blev født, hvor jeg har hjemme, hvor jeg har rod, hvorfra min verden går, hvor sproget er min moders bløde stemme og som en sød musik mit hjerte når.Du danske, friske strand, med vilde svaners rede, I grønne øer, mit hjertes hjem hernede!Dig elsker jeg! - Danmark, mit fædreland!
"
388;"
1. //: Hist, hvor vejen slår en bugt, ligger der et hus så smukt. :// Væggene lidt skæve stå, ruderne er ganske små, døren synker halvt i knæ, hunden gør, det lille kræ, under taget svaler kvidre, solen synker - og så vid're.
2. //: I den røde aftensol sidder moder i sin stol; :// kinden luer dobbelt rød, barnet har hun på sit skød. Drengen er så frisk og sund, æblekinden rød og rund! Se, hvor hun i spøg ham banker på de søde pusselanker.
3. //: Katten står og krummer ryg, men forstyrres af en myg; :// barsk han den med poten slår og igen som hofmand står. Moder klapper barnets kind; se, hvor sødt det sover ind, drømmer om de engle smukke i sin lille, pæne vugge.
"
389;"
1. Jylland mellem tvende have som en runestav er lagt, runerne er kæmpegrave inde midt i skovens pragt og på heden alvorsstor, her, hvor ørknens luftsyn bor.
2. Jylland, du er hovedlandet, højland med skov-ensomhed! Vildt i vest med klittag sandet løfter sig i bjerges sted. Østersø og Nordhavs vand favnes over Skagens sand.
3. Heden, ja, man tror det næppe, men kom selv, besé den lidt: lyngen er et pragtfuldt tæppe, blomster myldre milevidt. Skynd dig, kom! om føje år heden som en kornmark står.
4. Mellem rige bøndergårde snart dampdragen flyve vil; hvor nu Loke sin hjorde driver, skove vokse til. Briten flyver over hav, gæster her prins Hamlets grav.
5. Jylland mellem tvende have som en runesten er lagt, fortid mæle dine grave, fremtid folder ud din magt; havet af sit fulde bryst synger højt om Jyllands kyst.
"
390;"
1. Jyden han æ stærk å sej, modde båd' i nøj å næj; goer ed op, å goer ed nier, åller do fåtawt ham sier.
2. Føst næ dær æ nøe pofahr, kommer jyden ud å dar; men han goer ett ind igjen, fa' de uhn han hå gjent hen.
3. Læ wos ålti blyw ve de!Fåer sin båen ka kjennes ve! Søen et sind da hær i Noer håll sæ ve, te ålt fågoer.
"
391;"
1. Jeg véd, hvor der findes en have så skøn,hvor søen er blå, og hvor skoven er grøn,hvor fuglene bygge i løvhækkens lyog flyve hver morgen med sang over sky.
2. Og midt i den friske og gyngende sø,dér dukker af dybet den dejligste ø;og søen af prægtige skibe er fuldog øen af frugt og af blomster og - guld.
3. Dér risler en kilde, dér rinder en å,og højene ere så runde og små,og engen er blød, så det ret er en lystat tumle sig dér og få lettet sit bryst.
4. Dér danser småpiger med blomster i hat,- en rød og en hvid har på brystet de sat, -og drengene leger med harpe og sværdog synger så glade om dannemænds færd.
5. Jeg tror det for vist, at der ej er en pletpå jorden, hvor alt er så blødt og så net,som haven, hvor øen i søen er lagt;kom, så skal jeg vise dig hele dens pragt!
6. Se ud over dal, over mark, over sund,så ser du en have med løvsal i lund,med blomster i enge og sølvspejl i vand,og haven er Danmark, vort fædreneland.
"
392;"
1. Jeg elsker de grønne lundemed tonernes vuggende fald,jeg elsker de blanke sundemed sejlernes tusindtal.
2. Jeg elsker hver dal, hver bankemed kornets bølgende flugt,hvor flittige hænder sankeaf arbejdets gyldne frugt.
3. Jeg elsker de brede sletteri sollysets sommerpragt,i vinterens stjernenætterbag snetæppets juledragt.
4. Mig fryder din ros, din ære,mig knuger din sorg dit savn,hver glans, hver plet vil jeg bære,som falder på Danmarks navn.
5. Thi du er mig fader og moder- så synges fra strand til strand -langt mer end søster og broder,thi du er mit fædreland.
6. Forstummed hver røst i skoven,og falmed hver gylden frugt,faldt nat over mark og voven,jeg fandt det dog lige smukt.
7. Om alle de drømme bristed,du har fra din ungdom drømt,om trængsel og nød du fristed,jeg elsked dig dobbelt ømt.
8. Men end er der sang i skoven,højt bølger det røde flag,end er der en Gud foroven,der råder for Danmarks sag.
"
